"RECORD #(ITEM)","RECORD #(HOLDINGS)",22,"BARCODE","245|a",130,,
"i275428096","c17399798","0009-7101 1","PB1007591","cinema journal",,,
"i275428114","c17399798","0009-7101 1","PB1007592","cinema journal",,,
"i275428126","c17399798","0009-7101 1","PB1007593","cinema journal",,,
"i275428138","c17399798","0009-7101 1","PB1007594","cinema journal",,,
"i27542814x","c17399798","0009-7101 1","PB1007595","cinema journal",,,
"i275428151","c17399798","0009-7101 1","PB1007596","cinema journal",,,
"i275428163","c17399798","0009-7101 1","PB1007597","cinema journal",,,
"i275427833","c17399798","0009-7101 1","PB1008685","cinema journal",,,
"i275427845","c17399798","0009-7101 1","PB1008686","cinema journal",,,
"i275427857","c17399798","0009-7101 1","PB1008687","cinema journal",,,
"i275427869","c17399798","0009-7101 1","PB1008688","cinema journal",,,
"i275427894","c17399798","0009-7101 1","PB1008689","cinema journal",,,
"i275427900","c17399798","0009-7101 1","PB1008690","cinema journal",,,
"i275427912","c17399798","0009-7101 1","PB1008691","cinema journal",,,
"i275427924","c17399798","0009-7101 1","PB1008692","cinema journal",,,
"i275427936","c17399798","0009-7101 1","PB1008693","cinema journal",,,
"i275427948","c17399798","0009-7101 1","PB1008694","cinema journal",,,
"i27542795x","c17399798","0009-7101 1","PB1008695","cinema journal",,,
"i275427961","c17399798","0009-7101 1","PB1008696","cinema journal",,,
"i275428011","c17399798","0009-7101 1","PB1008697","cinema journal",,,
"i275428102","c17399798","0009-7101 1","PB1008698","cinema journal",,,
"i275428229","c17399798","0009-7101 1","PB1008817","cinema journal",,,
"i275428230","c17399798","0009-7101 1","PB1008818","cinema journal",,,
"i275428175","c17399798","0009-7101 1","PB1010578","cinema journal",,,
"i275428242","c17399798","0009-7101 1","PB1012005","cinema journal",,,
"i275428254","c17399798","0009-7101 1","PB1013210","cinema journal",,,
"i275472929","c24500331","0311-3639 0311-3639","PB1012734","cinema papers",,,
"i275472930","c24500331","0311-3639 0311-3639","PB1012735","cinema papers",,,
"i275472905","c24500331","0311-3639 0311-3639","PB1012736","cinema papers",,,
"i275472942","c24500331","0311-3639 0311-3639","PB1012737","cinema papers",,,
"i275472954","c24500331","0311-3639 0311-3639","PB1012738","cinema papers",,,
"i275472917","c24500331","0311-3639 0311-3639","PB1012739","cinema papers",,,
"i275472966","c24500331","0311-3639 0311-3639","PB1012740","cinema papers",,,
"i275472978","c24500331","0311-3639 0311-3639","PB1012741","cinema papers",,,
"i27547298x","c24500331","0311-3639 0311-3639","PB1012742","cinema papers",,,
"i275472991","c24500331","0311-3639 0311-3639","PB1012743","cinema papers",,,
"i275473004","c24500331","0311-3639 0311-3639","PB1012744","cinema papers",,,
"i275473016","c24500331","0311-3639 0311-3639","PB1012745","cinema papers",,,
"i275473028","c24500331","0311-3639 0311-3639","PB1012746","cinema papers",,,
"i27547303x","c24500331","0311-3639 0311-3639","PB1012747","cinema papers",,,
"i275473041","c24500331","0311-3639 0311-3639","PB1012748","cinema papers",,,
"i275473053","c24500331","0311-3639 0311-3639","PB1012749","cinema papers",,,
"i275473065","c24500331","0311-3639 0311-3639","PB1012750","cinema papers",,,
"i275473077","c24500331","0311-3639 0311-3639","PB1012751","cinema papers",,,
"i275473089","c24500331","0311-3639 0311-3639","PB1012752","cinema papers",,,
"i275473090","c24500331","0311-3639 0311-3639","PB1012753","cinema papers",,,
"i275473107","c24500331","0311-3639 0311-3639","PB1012754","cinema papers",,,
"i275473119","c24500331","0311-3639 0311-3639","PB1012755","cinema papers",,,
"i275473120","c24500331","0311-3639 0311-3639","PB1012756","cinema papers",,,
"i275473132","c24500331","0311-3639 0311-3639","PB1012757","cinema papers",,,
"i275473144","c24500331","0311-3639 0311-3639","PB1012758","cinema papers",,,
"i275473156","c24500331","0311-3639 0311-3639","PB1012759","cinema papers",,,
"i275473168","c24500331","0311-3639 0311-3639","PB1012760","cinema papers",,,
"i27547317x","c24500331","0311-3639 0311-3639","PB1012761","cinema papers",,,
"i275473181","c24500331","0311-3639 0311-3639","PB1012762","cinema papers",,,
"i275473193","c24500331","0311-3639 0311-3639","PB1012763","cinema papers",,,
"i27547320x","c24500331","0311-3639 0311-3639","PB1012764","cinema papers",,,
"i275473211","c24500331","0311-3639 0311-3639","PB1012765","cinema papers",,,
"i275473223","c24500331","0311-3639 0311-3639","PB1012766","cinema papers",,,
"i275473235","c24500331","0311-3639 0311-3639","PB1012767","cinema papers",,,
"i275473247","c24500331","0311-3639 0311-3639","PB1012768","cinema papers",,,
"i275473259","c24500331","0311-3639 0311-3639","PB1012769","cinema papers",,,
"i275473260","c24500331","0311-3639 0311-3639","PB1012770","cinema papers",,,
"i275473272","c24500331","0311-3639 0311-3639","PB1012771","cinema papers",,,
"i275473284","c24500331","0311-3639 0311-3639","PB1012772","cinema papers",,,
"i275473296","c24500331","0311-3639 0311-3639","PB1012773","cinema papers",,,
"i275473302","c24500331","0311-3639 0311-3639","PB1012774","cinema papers",,,
"i275473314","c24500331","0311-3639 0311-3639","PB1012775","cinema papers",,,
"i275473326","c24500331","0311-3639 0311-3639","PB1012776","cinema papers",,,
"i275473338","c24500331","0311-3639 0311-3639","PB1012777","cinema papers",,,
"i27547334x","c24500331","0311-3639 0311-3639","PB1012778","cinema papers",,,
"i275473351","c24500331","0311-3639 0311-3639","PB1012779","cinema papers",,,
"i275473363","c24500331","0311-3639 0311-3639","PB1012780","cinema papers",,,
"i275473375","c24500331","0311-3639 0311-3639","PB1012781","cinema papers",,,
"i275473387","c24500331","0311-3639 0311-3639","PB1012782","cinema papers",,,
"i275473399","c24500331","0311-3639 0311-3639","PB1012783","cinema papers",,,
"i275473405","c24500331","0311-3639 0311-3639","PB1012784","cinema papers",,,
"i275473417","c24500331","0311-3639 0311-3639","PB1012785","cinema papers",,,
"i275473429","c24500331","0311-3639 0311-3639","PB1012786","cinema papers",,,
"i275473430","c24500331","0311-3639 0311-3639","PB1012787","cinema papers",,,
"i275473442","c24500331","0311-3639 0311-3639","PB1012788","cinema papers",,,
"i275473454","c24500331","0311-3639 0311-3639","PB1012789","cinema papers",,,
"i275473466","c24500331","0311-3639 0311-3639","PB1012790","cinema papers",,,
"i275473478","c24500331","0311-3639 0311-3639","PB1012791","cinema papers",,,
"i27547348x","c24500331","0311-3639 0311-3639","PB1012792","cinema papers",,,
"i275473491","c24500331","0311-3639 0311-3639","PB1012793","cinema papers",,,
"i275473508","c24500331","0311-3639 0311-3639","PB1012794","cinema papers",,,
"i27547351x","c24500331","0311-3639 0311-3639","PB1012795","cinema papers",,,
"i275473521","c24500331","0311-3639 0311-3639","PB1012796","cinema papers",,,
"i275473533","c24500331","0311-3639 0311-3639","PB1012797","cinema papers",,,
"i275473545","c24500331","0311-3639 0311-3639","PB1012949","cinema papers",,,
"i275473557","c24500331","0311-3639 0311-3639","PB1012950","cinema papers",,,
"i275473569","c24500331","0311-3639 0311-3639","PB1012951","cinema papers",,,
"i275473570","c24500331","0311-3639 0311-3639","PB1012952","cinema papers",,,
"i275473582","c24500331","0311-3639 0311-3639","PB1012953","cinema papers",,,
"i275473594","c24500331","0311-3639 0311-3639","PB1012954","cinema papers",,,
"i275473600","c24500331","0311-3639 0311-3639","PB1012955","cinema papers",,,
"i275473612","c24500331","0311-3639 0311-3639","PB1012956","cinema papers",,,
"i275473624","c24500331","0311-3639 0311-3639","PB1012957","cinema papers",,,
"i275473636","c24500331","0311-3639 0311-3639","PB1012958","cinema papers",,,
"i275473648","c24500331","0311-3639 0311-3639","PB1012959","cinema papers",,,
"i27547365x","c24500331","0311-3639 0311-3639","PB1012960","cinema papers",,,
"i275473661","c24500331","0311-3639 0311-3639","PB1012961","cinema papers",,,
"i275473673","c24500331","0311-3639 0311-3639","PB1012962","cinema papers",,,
"i275473685","c24500331","0311-3639 0311-3639","PB1012963","cinema papers",,,
"i275473697","c24500331","0311-3639 0311-3639","PB1012964","cinema papers",,,
"i275473703","c24500331","0311-3639 0311-3639","PB1012965","cinema papers",,,
"i275473715","c24500331","0311-3639 0311-3639","PB1012966","cinema papers",,,
"i275428680","c17401082","1488-7002 4","PB1007598","cinema scope",,,
"i275428692","c17401082","1488-7002 4","PB1007599","cinema scope",,,
"i275428709","c17401082","1488-7002 4","PB1007600","cinema scope",,,
"i27542862x","c17401082","1488-7002 4","PB1009090","cinema scope",,,
"i275428631","c17401082","1488-7002 4","PB1009091","cinema scope",,,
"i275428643","c17401082","1488-7002 4","PB1009092","cinema scope",,,
"i275428655","c17401082","1488-7002 4","PB1009093","cinema scope",,,
"i275428667","c17401082","1488-7002 4","PB1009094","cinema scope",,,
"i275428679","c17401082","1488-7002 4","PB1009095","cinema scope",,,
"i275428813","c17401082","1488-7002 4","PB1009768","cinema scope",,,
"i275428825","c17401082","1488-7002 4","PB1009782","cinema scope",,,
"i275428837","c17401082","1488-7002 4","PB1009804","cinema scope",,,
"i275428849","c17401082","1488-7002 4","PB1010579","cinema scope",,,
"i275428795","c17401082","1488-7002 4","PB1012006","cinema scope",,,
"i275428801","c17401082","1488-7002 4","PB1013211","cinema scope",,,
"i275428850","c17401082","1488-7002 4","PB1015232","cinema scope",,,
"i275428862","c17401082","1488-7002 4","PB1015253","cinema scope",,,
"i275428874","c17401082","1488-7002 4","PB1015256","cinema scope",,,
"i275428886","c17401082","1488-7002 4","PB1015257","cinema scope",,,
"i275428898","c17401082","1488-7002 4","PB1015265","cinema scope",,,
"i276092715","c17401082","1488-7002 4","PB1015821","cinema scope",,,
"i276092727","c17401082","1488-7002 4","PB1015822","cinema scope",,,
"i276092739","c17401082","1488-7002 4","PB1015823","cinema scope",,,
"i276092740","c17401082","1488-7002 4","PB1015824","cinema scope",,,
"i275557571","c17401082","1488-7002 4","PB1015858","cinema scope",,,
"i276697005","c17401082","1488-7002 4","PB1015861","cinema scope",,,
"i276696979","c17401082","1488-7002 4","PB1015862","cinema scope",,,
"i276696992","c17401082","1488-7002 4","PB1015863","cinema scope",,,
"i281471551","c17401082","1488-7002 4","PB1015923","cinema scope",,,
"i282506287","c17401082","1488-7002 4","PB1016032","cinema scope",,,
"i292442300","c17401082","1488-7002 4","PB1016075","cinema scope",,,
"i292442324","c17401082","1488-7002 4","PB1016076","cinema scope",,,
"i292442361","c17401082","1488-7002 4","PB1016077","cinema scope",,,
"i292442403","c17401082","1488-7002 4","PB1016078","cinema scope",,,
"i275488743","c24475592",,"PB1003505","cinema year book of japan",,,
"i275468859","c24497459","1241-8153","PB1012263","cinémathèque","Cinémathèque (Paris, France)",,
"i275468860","c24497459","1241-8153","PB1012264","cinémathèque","Cinémathèque (Paris, France)",,
"i275469633","c24497484","0886-6570 0886-6570 1","PB1012418","cinematograph",,,
"i275469621","c24497484","0886-6570 0886-6570 1","PB1012419","cinematograph",,,
"i27546961x","c24497484","0886-6570 0886-6570 1","PB1012420","cinematograph",,,
"i275469608","c24497484","0886-6570 0886-6570 1","PB1012421","cinematograph",,,
"i275469578","c24497484","0886-6570 0886-6570 1","PB1012422","cinematograph",,,
"i27546958x","c24497484","0886-6570 0886-6570 1","PB1012423","cinematograph",,,
"i275469591","c24497484","0886-6570 0886-6570 1","PB1012424","cinematograph",,,
"i275422070","c24476924",,"PB1007678","cinematographic annual",,,
"i275468197","c24497393","0970-8782","PB1012226","cinemaya",,,
"i275468203","c24497393","0970-8782","PB1012227","cinemaya",,,
"i275468215","c24497393","0970-8782","PB1012228","cinemaya",,,
"i275468227","c24497393","0970-8782","PB1012229","cinemaya",,,
"i275468239","c24497393","0970-8782","PB1012230","cinemaya",,,
"i275468240","c24497393","0970-8782","PB1012231","cinemaya",,,
"i275468252","c24497393","0970-8782","PB1012232","cinemaya",,,
"i275468264","c24497393","0970-8782","PB1012233","cinemaya",,,
"i275468276","c24497393","0970-8782","PB1012234","cinemaya",,,
"i275468288","c24497393","0970-8782","PB1012235","cinemaya",,,
"i27546829x","c24497393","0970-8782","PB1012236","cinemaya",,,
"i275468306","c24497393","0970-8782","PB1012237","cinemaya",,,
"i275468318","c24497393","0970-8782","PB1012238","cinemaya",,,
"i27546832x","c24497393","0970-8782","PB1012239","cinemaya",,,
"i275468331","c24497393","0970-8782","PB1012240","cinemaya",,,
"i275468343","c24497393","0970-8782","PB1012241","cinemaya",,,
"i275468355","c24497393","0970-8782","PB1012242","cinemaya",,,
"i275468367","c24497393","0970-8782","PB1012243","cinemaya",,,
"i275468379","c24497393","0970-8782","PB1012244","cinemaya",,,
"i275468380","c24497393","0970-8782","PB1012245","cinemaya",,,
"i275468392","c24497393","0970-8782","PB1012246","cinemaya",,,
"i275468409","c24497393","0970-8782","PB1012247","cinemaya",,,
"i275468422","c24497393","0970-8782","PB1012248","cinemaya",,,
"i275468434","c24497393","0970-8782","PB1012249","cinemaya",,,
"i275468446","c24497393","0970-8782","PB1012250","cinemaya",,,
"i275468458","c24497393","0970-8782","PB1012251","cinemaya",,,
"i27546846x","c24497393","0970-8782","PB1012252","cinemaya",,,
"i275468471","c24497393","0970-8782","PB1012253","cinemaya",,,
"i275468483","c24497393","0970-8782","PB1012254","cinemaya",,,
"i275468495","c24497393","0970-8782","PB1012255","cinemaya",,,
"i275468501","c24497393","0970-8782","PB1012256","cinemaya",,,
"i275468513","c24497393","0970-8782","PB1012257","cinemaya",,,
"i275468525","c24497393","0970-8782","PB1012258","cinemaya",,,
"i275468537","c24497393","0970-8782","PB1012259","cinemaya",,,
"i275468549","c24497393","0970-8782","PB1012260","cinemaya",,,
"i275468410","c24497393","0970-8782","PB1012261","cinemaya",,,
"i275468550","c24497393","0970-8782","PB1012262","cinemaya",,,
"i27542909x","c17401811","0895-805X 1","PB1008863","cinevue",,,
"i275429106","c17401811","0895-805X 1","PB1008864","cinevue",,,
"i275429118","c17401811","0895-805X 1","PB1008865","cinevue",,,
"i27542912x","c17401811","0895-805X 1","PB1008866","cinevue",,,
"i275429131","c17401811","0895-805X 1","PB1008867","cinevue",,,
"i275428904","c17401811","0895-805X 1","PB1008868","cinevue",,,
"i275428916","c17401811","0895-805X 1","PB1008869","cinevue",,,
"i275428928","c17401811","0895-805X 1","PB1008870","cinevue",,,
"i27542893x","c17401811","0895-805X 1","PB1008871","cinevue",,,
"i275428941","c17401811","0895-805X 1","PB1008872","cinevue",,,
"i275428953","c17401811","0895-805X 1","PB1008873","cinevue",,,
"i275428965","c17401811","0895-805X 1","PB1008874","cinevue",,,
"i275428977","c17401811","0895-805X 1","PB1008875","cinevue",,,
"i275428989","c17401811","0895-805X 1","PB1008876","cinevue",,,
"i275428990","c17401811","0895-805X 1","PB1008877","cinevue",,,
"i275429003","c17401811","0895-805X 1","PB1008878","cinevue",,,
"i275429015","c17401811","0895-805X 1","PB1008879","cinevue",,,
"i275429143","c17401811","0895-805X 1","PB1008880","cinevue",,,
"i275429027","c17401811","0895-805X 1","PB1008881","cinevue",,,
"i275429039","c17401811","0895-805X 1","PB1008882","cinevue",,,
"i275429040","c17401811","0895-805X 1","PB1008883","cinevue",,,
"i275429052","c17401811","0895-805X 1","PB1008884","cinevue",,,
"i275429064","c17401811","0895-805X 1","PB1008885","cinevue",,,
"i275429076","c17401811","0895-805X 1","PB1008886","cinevue",,,
"i275429155","c17401811","0895-805X 1","PB1008887","cinevue",,,
"i275429088","c17401811","0895-805X 1","PB1008888","cinevue",,,
"i275429167","c17401811","0895-805X 1","PB1008889","cinevue",,,
"i275448137","c2415202x","1151-0358","PB1005318","cnc dossier",,,
"i275448149","c2415202x","1151-0358","PB1005319","cnc dossier",,,
"i275447480","c24137819",,"PB1006869","col·lecció de programes",,,
"i275447492","c24137819",,"PB1006870","col·lecció de programes",,,
"i217486320","c24901581","0588-8018","PB1006490","communications","Communications (Paris, France)",,
"i278712290","c24901581","0588-8018","PB1015878","communications","Communications (Paris, France)",,
"i278712307","c24901581","0588-8018","PB1015879","communications","Communications (Paris, France)",,
"i275424133","c22834850",,"PB1004014","cpb public broadcasting directory",,,
"i275447637","c17506189","1692-6609","PB1011078","cuadernos de cine colombiano",,,
"i275447649","c17506189","1692-6609","PB1015320","cuadernos de cine colombiano",,,
"i275463977","c24386145",,"PB1009712","cuadernos de cinemateca",,,
"i27544997x","c24151531",,"PB1011070","cuadernos de la cineteca nacional",,,
"i275449981","c24151531",,"PB1011071","cuadernos de la cineteca nacional",,,
"i275449993","c24151531",,"PB1011072","cuadernos de la cineteca nacional",,,
"i275450004","c24151531",,"PB1011073","cuadernos de la cineteca nacional",,,
"i275450016","c24151531",,"PB1011074","cuadernos de la cineteca nacional",,,
"i263667509","c24763044","0011-5266 1","PB1015630","daedalus","Daedalus (Boston, Mass.)",,
"i275448551","c24486632",,"PB1009896","daniel blum's screen world",,,
"i275448563","c24486632",,"PB1009897","daniel blum's screen world",,,
"i275448575","c24486632",,"PB1009898","daniel blum's screen world",,,
"i275448587","c24486632",,"PB1009899","daniel blum's screen world",,,
"i275466140","c24496595",,"PB1011830","dialogue on film","Dialogue on film (Center for Advanced Film Studies (American Film Institute))",,
"i275466152","c24496595",,"PB1011831","dialogue on film","Dialogue on film (Center for Advanced Film Studies (American Film Institute))",,
"i275466164","c24496595",,"PB1011832","dialogue on film","Dialogue on film (Center for Advanced Film Studies (American Film Institute))",,
